Contact ID,Account ID,Previous Stage,New Funnel Stage,Stage Entered Date,Stage Exit Date,Opportunity ID
6280623c,3cb4ed56,Opportunity,Closed Lost,2025-05-04,2025-05-04,
6280623c,3cb4ed56,Closed Lost,Lead,2025-05-04,2025-05-04,
fdaa000a,bec96f16,Subscriber,Closed Lost,2024-12-31,2025-01-17,
fdaa000a,bec96f16,Closed Lost,MQL,2025-02-11,2025-04-06,
fdaa000a,bec96f16,MQL,Customer,2025-04-22,2025-05-01,
13f94974,bfeceb60,Subscriber,Opportunity,2025-05-02,2025-05-03,
13f94974,bfeceb60,Opportunity,Closed Lost,2025-05-04,2025-05-05,
13f94974,bfeceb60,Closed Lost,Lead,2025-05-05,2025-05-05,
0153a7b3,d52ce985,Subscriber,Closed Lost,2025-05-04,2025-05-05,
0153a7b3,d52ce985,Closed Lost,Opportunity,2025-05-05,2025-05-05,
0153a7b3,d52ce985,Opportunity,SQL,2025-05-05,2025-05-05,
50c34130,80c65ec2,Subscriber,MQL,2025-04-09,2025-04-11,
50c34130,80c65ec2,MQL,SQL,2025-04-20,2025-04-20,
50c34130,80c65ec2,SQL,Opportunity,2025-05-05,2025-05-05,
50d1cac0,464fc3cf,Subscriber,MQL,2025-03-24,2025-04-16,
50d1cac0,464fc3cf,MQL,Lead,2025-04-29,2025-05-01,
50d1cac0,464fc3cf,Lead,Opportunity,2025-05-02,2025-05-02,
50d1cac0,464fc3cf,Opportunity,Customer,2025-05-03,2025-05-05,
50d1cac0,464fc3cf,Customer,SQL,2025-05-05,2025-05-05,
4930cf1e,1d15f896,Subscriber,Customer,2025-03-10,2025-04-18,
4930cf1e,1d15f896,Customer,Opportunity,2025-04-27,2025-05-01,
4930cf1e,1d15f896,Opportunity,MQL,2025-05-02,2025-05-03,
4930cf1e,1d15f896,MQL,Lead,2025-05-03,2025-05-04,
b51e5172,a81fd5fa,Subscriber,Customer,2024-12-20,2025-04-25,
b51e5172,a81fd5fa,Customer,Opportunity,2025-05-05,2025-05-05,
b51e5172,a81fd5fa,Opportunity,MQL,2025-05-05,2025-05-05,
b51e5172,a81fd5fa,MQL,SQL,2025-05-05,2025-05-05,
b51e5172,a81fd5fa,SQL,Lead,2025-05-05,2025-05-05,
0e8fd7c9,4783c819,Subscriber,Lead,2024-12-09,2025-02-03,
0e8fd7c9,4783c819,Lead,SQL,2025-03-28,2025-04-01,
4756b380,5780488a,Subscriber,Opportunity,2025-05-02,2025-05-03,
4756b380,5780488a,Opportunity,Customer,2025-05-05,2025-05-05,
4756b380,5780488a,Customer,MQL,2025-05-05,2025-05-05,
4756b380,5780488a,MQL,SQL,2025-05-05,2025-05-05,
4756b380,5780488a,SQL,Lead,2025-05-05,2025-05-05,
39738147,69f827fb,Subscriber,Customer,2025-04-04,2025-04-23,
39738147,69f827fb,Customer,MQL,2025-04-29,2025-05-01,
3d48e150,84913f59,Subscriber,Lead,2025-04-25,2025-04-25,
3d48e150,84913f59,Lead,SQL,2025-05-04,2025-05-05,
3d48e150,84913f59,SQL,Opportunity,2025-05-05,2025-05-05,
2dc485b5,26f40c16,Subscriber,Lead,2025-03-16,2025-04-21,
2dc485b5,26f40c16,Lead,SQL,2025-05-05,2025-05-05,
2dc485b5,26f40c16,SQL,Opportunity,2025-05-05,2025-05-05,
3c6a38f8,c3959abe,Subscriber,Lead,2025-01-30,2025-02-17,
3c6a38f8,c3959abe,Lead,SQL,2025-04-30,2025-05-01,
3c6a38f8,c3959abe,SQL,Closed Lost,2025-05-05,2025-05-05,
3c6a38f8,c3959abe,Closed Lost,Customer,2025-05-05,2025-05-05,
171cb594,3cfc98b2,Subscriber,SQL,2025-04-16,2025-05-04,
171cb594,3cfc98b2,SQL,MQL,2025-05-05,2025-05-05,
171cb594,3cfc98b2,MQL,Closed Lost,2025-05-05,2025-05-05,
171cb594,3cfc98b2,Closed Lost,Customer,2025-05-05,2025-05-05,
171cb594,3cfc98b2,Customer,Lead,2025-05-05,2025-05-05,
6bbb6853,ced703a2,Subscriber,SQL,2025-03-30,2025-05-05,
6bbb6853,ced703a2,SQL,Closed Lost,2025-05-05,2025-05-05,
6bbb6853,ced703a2,Closed Lost,MQL,2025-05-05,2025-05-05,
6bbb6853,ced703a2,MQL,Opportunity,2025-05-05,2025-05-05,
5fcc47b5,2f597645,Subscriber,MQL,2025-03-05,2025-04-13,
5fcc47b5,2f597645,MQL,Closed Lost,2025-04-25,2025-04-27,
5fcc47b5,2f597645,Closed Lost,SQL,2025-05-01,2025-05-04,
5fcc47b5,2f597645,SQL,Customer,2025-05-04,2025-05-05,
5f5552df,8e3c0512,Subscriber,MQL,2025-03-05,2025-03-14,
5f5552df,8e3c0512,MQL,Lead,2025-04-11,2025-04-22,
5f5552df,8e3c0512,Lead,Customer,2025-04-28,2025-05-03,
5f5552df,8e3c0512,Customer,Closed Lost,2025-05-03,2025-05-03,
a03ebc1a,9dafaeb7,Subscriber,Customer,2025-01-08,2025-02-12,
a03ebc1a,9dafaeb7,Customer,SQL,2025-03-12,2025-05-05,
a03ebc1a,9dafaeb7,SQL,Lead,2025-05-05,2025-05-05,
7fe0ab5a,f2e60873,Subscriber,Opportunity,2025-04-12,2025-04-30,
7fe0ab5a,f2e60873,Opportunity,SQL,2025-05-04,2025-05-04,
7fe0ab5a,f2e60873,SQL,Closed Lost,2025-05-05,2025-05-05,
7fe0ab5a,f2e60873,Closed Lost,Lead,2025-05-05,2025-05-05,
7fe0ab5a,f2e60873,Lead,MQL,2025-05-05,2025-05-05,
148b3bd5,bb09061f,Subscriber,SQL,2025-04-17,2025-04-21,
148b3bd5,bb09061f,SQL,Opportunity,2025-05-05,2025-05-05,
148b3bd5,bb09061f,Opportunity,MQL,2025-05-05,2025-05-05,
148b3bd5,bb09061f,MQL,Lead,2025-05-05,2025-05-05,
148b3bd5,bb09061f,Lead,Customer,2025-05-05,2025-05-05,
c8f2746e,30eb3ef1,Subscriber,Closed Lost,2025-04-07,2025-04-07,
c8f2746e,30eb3ef1,Closed Lost,Customer,2025-04-23,2025-05-05,
c8f2746e,30eb3ef1,Customer,SQL,2025-05-05,2025-05-05,
c8f2746e,30eb3ef1,SQL,MQL,2025-05-05,2025-05-05,
732b1eb5,a519abe9,Subscriber,Opportunity,2025-04-27,2025-05-02,
732b1eb5,a519abe9,Opportunity,MQL,2025-05-04,2025-05-05,
732b1eb5,a519abe9,MQL,Customer,2025-05-05,2025-05-05,
732b1eb5,a519abe9,Customer,SQL,2025-05-05,2025-05-05,
732b1eb5,a519abe9,SQL,Lead,2025-05-05,2025-05-05,
8444d6f0,97f007a4,Subscriber,Customer,2025-01-19,2025-03-30,
8444d6f0,97f007a4,Customer,MQL,2025-05-05,2025-05-05,
0e8895f7,2d9cb6bb,Subscriber,SQL,2025-02-23,2025-04-19,
0e8895f7,2d9cb6bb,SQL,Opportunity,2025-05-04,2025-05-04,
0344df7b,ba4269f3,Subscriber,Closed Lost,2025-01-14,2025-02-23,
0344df7b,ba4269f3,Closed Lost,Customer,2025-03-31,2025-04-12,
0344df7b,ba4269f3,Customer,Opportunity,2025-04-30,2025-04-30,
0344df7b,ba4269f3,Opportunity,MQL,2025-05-02,2025-05-02,
0344df7b,ba4269f3,MQL,Lead,2025-05-04,2025-05-04,
fc95029b,6.53E+10,Subscriber,Opportunity,2025-03-12,2025-04-26,
fc95029b,6.53E+10,Opportunity,SQL,2025-05-04,2025-05-05,
7962558d,d1cc09e5,Subscriber,SQL,2024-12-30,2025-02-24,
7962558d,d1cc09e5,SQL,MQL,2025-04-09,2025-04-29,
7962558d,d1cc09e5,MQL,Opportunity,2025-05-02,2025-05-05,
7962558d,d1cc09e5,Opportunity,Customer,2025-05-05,2025-05-05,
7962558d,d1cc09e5,Customer,Closed Lost,2025-05-05,2025-05-05,
890e10aa,c31e8fbb,Subscriber,SQL,2025-05-03,2025-05-04,
890e10aa,c31e8fbb,SQL,Customer,2025-05-04,2025-05-04,
5d248683,87d4a6c9,Subscriber,SQL,2025-04-24,2025-05-05,
5d248683,87d4a6c9,SQL,Customer,2025-05-05,2025-05-05,
121c3e26,86b5bdee,Subscriber,Opportunity,2025-02-19,2025-03-31,
121c3e26,86b5bdee,Opportunity,Customer,2025-05-04,2025-05-04,
4e4cc33d,735cb23c,Subscriber,Lead,2025-01-08,2025-01-12,
4e4cc33d,735cb23c,Lead,Opportunity,2025-02-08,2025-04-15,
4e4cc33d,735cb23c,Opportunity,Customer,2025-04-21,2025-04-27,
4e4cc33d,735cb23c,Customer,MQL,2025-05-01,2025-05-01,
fdeb874b,1d249ec2,Subscriber,MQL,2025-03-01,2025-03-24,
fdeb874b,1d249ec2,MQL,Customer,2025-04-24,2025-04-24,
fdeb874b,1d249ec2,Customer,Closed Lost,2025-04-26,2025-05-01,
fdeb874b,1d249ec2,Closed Lost,SQL,2025-05-01,2025-05-04,
fdeb874b,1d249ec2,SQL,Opportunity,2025-05-04,2025-05-04,
8f190ed2,7d49679c,Subscriber,SQL,2025-04-06,2025-04-11,
8f190ed2,7d49679c,SQL,Customer,2025-04-25,2025-04-30,
8f190ed2,7d49679c,Customer,Opportunity,2025-05-05,2025-05-05,
8f190ed2,7d49679c,Opportunity,Closed Lost,2025-05-05,2025-05-05,
78aadbbb,4cbe97c2,Subscriber,Closed Lost,2024-11-28,2025-04-12,
78aadbbb,4cbe97c2,Closed Lost,Lead,2025-05-04,2025-05-05,
78aadbbb,4cbe97c2,Lead,Customer,2025-05-05,2025-05-05,
78aadbbb,4cbe97c2,Customer,MQL,2025-05-05,2025-05-05,
34904544,ea3d736a,Subscriber,Closed Lost,2025-01-27,2025-04-23,
34904544,ea3d736a,Closed Lost,Customer,2025-05-05,2025-05-05,
05c534a8,6ee64790,Subscriber,Opportunity,2025-03-17,2025-03-25,
05c534a8,6ee64790,Opportunity,SQL,2025-04-27,2025-05-02,
05c534a8,6ee64790,SQL,Lead,2025-05-02,2025-05-05,
32ff2ded,d96c1fff,Subscriber,Lead,2025-02-10,2025-02-14,
32ff2ded,d96c1fff,Lead,Customer,2025-02-21,2025-04-16,
32ff2ded,d96c1fff,Customer,Closed Lost,2025-04-29,2025-04-29,
bf75051c,9c8e41d4,Subscriber,Lead,2025-01-09,2025-01-22,
bf75051c,9c8e41d4,Lead,Customer,2025-04-18,2025-04-24,
bf75051c,9c8e41d4,Customer,Opportunity,2025-05-04,2025-05-05,
bf75051c,9c8e41d4,Opportunity,SQL,2025-05-05,2025-05-05,
bf75051c,9c8e41d4,SQL,MQL,2025-05-05,2025-05-05,
7df9d5ed,4a9c76d0,Subscriber,Lead,2025-02-08,2025-02-14,
7df9d5ed,4a9c76d0,Lead,MQL,2025-05-02,2025-05-03,
7df9d5ed,4a9c76d0,MQL,Closed Lost,2025-05-04,2025-05-04,
7df9d5ed,4a9c76d0,Closed Lost,Customer,2025-05-05,2025-05-05,
bc79f6f2,1dc5993f,Subscriber,MQL,2025-04-15,2025-04-28,
bc79f6f2,1dc5993f,MQL,Opportunity,2025-05-01,2025-05-03,
bc79f6f2,1dc5993f,Opportunity,Closed Lost,2025-05-04,2025-05-05,
bc79f6f2,1dc5993f,Closed Lost,Customer,2025-05-05,2025-05-05,
bc79f6f2,1dc5993f,Customer,Lead,2025-05-05,2025-05-05,
5185413d,391ee55c,Subscriber,Closed Lost,2025-02-09,2025-03-14,
5185413d,391ee55c,Closed Lost,MQL,2025-03-26,2025-04-03,
5b14dc5f,24fed913,Subscriber,Customer,2025-02-13,2025-03-31,
5b14dc5f,24fed913,Customer,Closed Lost,2025-05-05,2025-05-05,
3698efe5,cf6a5063,Subscriber,Opportunity,2025-01-13,2025-04-05,
3698efe5,cf6a5063,Opportunity,Closed Lost,2025-04-23,2025-04-27,
3698efe5,cf6a5063,Closed Lost,Lead,2025-04-30,2025-05-02,
3698efe5,cf6a5063,Lead,Customer,2025-05-05,2025-05-05,
2f1f913c,1f7b7029,Subscriber,Closed Lost,2025-02-11,2025-03-12,
2f1f913c,1f7b7029,Closed Lost,Lead,2025-05-02,2025-05-04,
2f1f913c,1f7b7029,Lead,MQL,2025-05-04,2025-05-04,
2f1f913c,1f7b7029,MQL,Opportunity,2025-05-04,2025-05-04,
8a3cec20,7372b715,Subscriber,Lead,2024-12-24,2025-03-22,
8a3cec20,7372b715,Lead,MQL,2025-03-28,2025-04-11,
8a3cec20,7372b715,MQL,SQL,2025-05-05,2025-05-05,
bb6de6d2,2182e00e,Subscriber,Customer,2025-04-03,2025-04-25,
bb6de6d2,2182e00e,Customer,Lead,2025-05-01,2025-05-03,
bb6de6d2,2182e00e,Lead,Opportunity,2025-05-04,2025-05-05,
bb6de6d2,2182e00e,Opportunity,Closed Lost,2025-05-05,2025-05-05,
bb6de6d2,2182e00e,Closed Lost,MQL,2025-05-05,2025-05-05,
1ba770e7,16f45ebb,Subscriber,Opportunity,2025-01-20,2025-03-13,
1ba770e7,16f45ebb,Opportunity,Customer,2025-04-27,2025-05-02,
1ba770e7,16f45ebb,Customer,Closed Lost,2025-05-05,2025-05-05,
4281170e,c75d60cb,Subscriber,Lead,2025-03-06,2025-03-11,
4281170e,c75d60cb,Lead,MQL,2025-04-14,2025-04-14,
4281170e,c75d60cb,MQL,SQL,2025-04-23,2025-05-04,
4281170e,c75d60cb,SQL,Customer,2025-05-04,2025-05-05,
e3909706,f9a12305,Subscriber,SQL,2025-03-14,2025-03-24,
e3909706,f9a12305,SQL,Closed Lost,2025-05-01,2025-05-03,
e3909706,f9a12305,Closed Lost,Customer,2025-05-03,2025-05-05,
637c9c0b,5badec65,Subscriber,SQL,2025-03-23,2025-05-01,
637c9c0b,5badec65,SQL,Customer,2025-05-05,2025-05-05,
637c9c0b,5badec65,Customer,MQL,2025-05-05,2025-05-05,
a3b12bfb,7fc21848,Subscriber,Opportunity,2025-04-14,2025-04-18,
a3b12bfb,7fc21848,Opportunity,MQL,2025-04-25,2025-05-02,
a3b12bfb,7fc21848,MQL,Customer,2025-05-05,2025-05-05,
a3b12bfb,7fc21848,Customer,SQL,2025-05-05,2025-05-05,
8d03a79c,5bb2ffe3,Subscriber,Lead,2024-12-11,2025-01-22,
8d03a79c,5bb2ffe3,Lead,Opportunity,2025-04-20,2025-05-01,
8d03a79c,5bb2ffe3,Opportunity,Customer,2025-05-05,2025-05-05,
a4ac11e0,721d51c7,Subscriber,Customer,2024-12-25,2025-04-07,
a4ac11e0,721d51c7,Customer,SQL,2025-04-14,2025-04-16,
22954849,0fe6c302,Subscriber,Closed Lost,2025-02-07,2025-04-23,
22954849,0fe6c302,Closed Lost,Customer,2025-04-30,2025-05-04,
22954849,0fe6c302,Customer,Opportunity,2025-05-04,2025-05-05,
b61db2b0,9d7391c2,Subscriber,Opportunity,2025-03-22,2025-03-30,
b61db2b0,9d7391c2,Opportunity,Closed Lost,2025-04-21,2025-04-26,
b61db2b0,9d7391c2,Closed Lost,Customer,2025-05-03,2025-05-05,
b61db2b0,9d7391c2,Customer,SQL,2025-05-05,2025-05-05,
b61db2b0,9d7391c2,SQL,MQL,2025-05-05,2025-05-05,
af48a436,87af1125,Subscriber,SQL,2025-01-06,2025-02-15,
af48a436,87af1125,SQL,MQL,2025-03-18,2025-04-08,
af48a436,87af1125,MQL,Lead,2025-04-10,2025-04-30,
af48a436,87af1125,Lead,Opportunity,2025-05-02,2025-05-04,
af48a436,87af1125,Opportunity,Closed Lost,2025-05-05,2025-05-05,
51e4f427,b3f17165,Subscriber,SQL,2025-03-04,2025-04-24,
51e4f427,b3f17165,SQL,MQL,2025-04-26,2025-04-27,
51e4f427,b3f17165,MQL,Closed Lost,2025-05-05,2025-05-05,
51e4f427,b3f17165,Closed Lost,Lead,2025-05-05,2025-05-05,
51e4f427,b3f17165,Lead,Customer,2025-05-05,2025-05-05,
815172c2,7103275c,Subscriber,Closed Lost,2024-11-28,2025-03-05,
815172c2,7103275c,Closed Lost,SQL,2025-04-12,2025-04-28,
815172c2,7103275c,SQL,Lead,2025-04-30,2025-05-02,
815172c2,7103275c,Lead,Opportunity,2025-05-05,2025-05-05,
3ef7340b,373d38d5,Subscriber,Lead,2025-04-29,2025-05-05,
3ef7340b,373d38d5,Lead,Closed Lost,2025-05-05,2025-05-05,
3ef7340b,373d38d5,Closed Lost,MQL,2025-05-05,2025-05-05,
3ef7340b,373d38d5,MQL,Opportunity,2025-05-05,2025-05-05,
3ef7340b,373d38d5,Opportunity,Customer,2025-05-05,2025-05-05,
1cab9bef,933ccaff,Subscriber,Customer,2024-12-20,2025-03-18,
1cab9bef,933ccaff,Customer,Closed Lost,2025-05-02,2025-05-05,
1cab9bef,933ccaff,Closed Lost,Lead,2025-05-05,2025-05-05,
5aa13ede,b859a240,Subscriber,Opportunity,2025-02-27,2025-04-28,
5aa13ede,b859a240,Opportunity,Lead,2025-04-30,2025-05-05,
7e1f99d2,6bb8d69f,Subscriber,Lead,2025-03-07,2025-04-09,
7e1f99d2,6bb8d69f,Lead,MQL,2025-04-24,2025-05-03,
7e1f99d2,6bb8d69f,MQL,Opportunity,2025-05-05,2025-05-05,6d91c462
7e1f99d2,6bb8d69f,Opportunity,SQL,2025-05-05,2025-05-05,
ccf2e46f,667760d6,Subscriber,MQL,2025-04-26,2025-04-30,
ccf2e46f,667760d6,MQL,Opportunity,2025-04-30,2025-05-03,
ccf2e46f,667760d6,Opportunity,Lead,2025-05-04,2025-05-05,
ccf2e46f,667760d6,Lead,Customer,2025-05-05,2025-05-05,
90543105,754ed47c,Subscriber,Opportunity,2025-01-25,2025-04-03,
90543105,754ed47c,Opportunity,Closed Lost,2025-04-10,2025-04-16,
4dc3b978,0402fb19,Subscriber,Customer,2025-05-04,2025-05-04,
4dc3b978,0402fb19,Customer,Lead,2025-05-04,2025-05-05,
4dc3b978,0402fb19,Lead,MQL,2025-05-05,2025-05-05,
4dc3b978,0402fb19,MQL,Opportunity,2025-05-05,2025-05-05,
83c5ccb1,d80f5c58,Subscriber,SQL,2025-02-24,2025-04-01,
83c5ccb1,d80f5c58,SQL,Opportunity,2025-04-13,2025-04-30,
83c5ccb1,d80f5c58,Opportunity,Closed Lost,2025-04-30,2025-05-04,
83c5ccb1,d80f5c58,Closed Lost,Lead,2025-05-05,2025-05-05,
c7551e60,e880fb6d,Subscriber,Closed Lost,2025-02-25,2025-03-16,
c7551e60,e880fb6d,Closed Lost,SQL,2025-03-17,2025-04-19,
c7551e60,e880fb6d,SQL,Customer,2025-04-29,2025-05-02,
3b2ee8e8,0afe5f23,Subscriber,Customer,2025-02-23,2025-05-01,
3b2ee8e8,0afe5f23,Customer,Closed Lost,2025-05-04,2025-05-05,
3b2ee8e8,0afe5f23,Closed Lost,Lead,2025-05-05,2025-05-05,
3b2ee8e8,0afe5f23,Lead,Opportunity,2025-05-05,2025-05-05,
81e05ff3,3c082fc9,Subscriber,Lead,2024-11-29,2025-01-15,
81e05ff3,3c082fc9,Lead,Customer,2025-03-20,2025-04-04,
81e05ff3,3c082fc9,Customer,Closed Lost,2025-04-25,2025-04-28,
81e05ff3,3c082fc9,Closed Lost,SQL,2025-05-04,2025-05-05,
c0e72663,d609d928,Subscriber,Lead,2025-03-08,2025-04-05,
c0e72663,d609d928,Lead,MQL,2025-05-03,2025-05-03,
c0e72663,d609d928,MQL,SQL,2025-05-03,2025-05-05,
c0e72663,d609d928,SQL,Opportunity,2025-05-05,2025-05-05,
a87694d3,1a51b442,Subscriber,Closed Lost,2025-01-08,2025-04-28,
a87694d3,1a51b442,Closed Lost,SQL,2025-04-30,2025-04-30,
a87694d3,1a51b442,SQL,MQL,2025-05-01,2025-05-03,
a87694d3,1a51b442,MQL,Customer,2025-05-05,2025-05-05,
a87694d3,1a51b442,Customer,Opportunity,2025-05-05,2025-05-05,
f3749231,a5b9bfbc,Subscriber,MQL,2025-02-08,2025-03-15,
f3749231,a5b9bfbc,MQL,Opportunity,2025-03-26,2025-04-20,
f3749231,a5b9bfbc,Opportunity,Lead,2025-05-05,2025-05-05,
f3749231,a5b9bfbc,Lead,Customer,2025-05-05,2025-05-05,
fceb6fac,15ceb432,Subscriber,Closed Lost,2025-04-15,2025-04-27,
fceb6fac,15ceb432,Closed Lost,Customer,2025-05-01,2025-05-02,
fceb6fac,15ceb432,Customer,Lead,2025-05-04,2025-05-05,
3bba6bbe,28e22263,Subscriber,Closed Lost,2025-01-22,2025-01-22,
3bba6bbe,28e22263,Closed Lost,MQL,2025-04-07,2025-04-09,
1c2bca87,642a4d59,Subscriber,Customer,2024-11-18,2025-03-14,
1c2bca87,642a4d59,Customer,Closed Lost,2025-04-27,2025-05-05,
1c2bca87,642a4d59,Closed Lost,Opportunity,2025-05-05,2025-05-05,
0085da6f,6508434b,Subscriber,Closed Lost,2025-04-30,2025-04-30,
0085da6f,6508434b,Closed Lost,Opportunity,2025-05-03,2025-05-03,3bd216c2
e36bf77d,b8565d3e,Subscriber,MQL,2025-02-17,2025-04-06,
e36bf77d,b8565d3e,MQL,Opportunity,2025-04-13,2025-04-21,bd877186
7ed251c1,9c5f3fc5,Subscriber,Lead,2025-01-24,2025-04-26,
7ed251c1,9c5f3fc5,Lead,Customer,2025-04-30,2025-05-05,
7ed251c1,9c5f3fc5,Customer,Closed Lost,2025-05-05,2025-05-05,
752c3a7f,9f7c7e7b,Subscriber,Customer,2025-02-05,2025-02-15,
752c3a7f,9f7c7e7b,Customer,MQL,2025-03-02,2025-04-09,
752c3a7f,9f7c7e7b,MQL,Lead,2025-05-03,2025-05-05,
752c3a7f,9f7c7e7b,Lead,Closed Lost,2025-05-05,2025-05-05,
f46653b4,aeabbc3e,Subscriber,Lead,2025-03-23,2025-04-24,
f46653b4,aeabbc3e,Lead,SQL,2025-04-30,2025-05-04,
ceedd2f6,c0a5003d,Subscriber,Lead,2025-02-15,2025-03-27,
ceedd2f6,c0a5003d,Lead,MQL,2025-04-02,2025-04-28,
d74cb04e,3.30E+09,Subscriber,SQL,2025-02-12,2025-03-04,
d74cb04e,3.30E+09,SQL,MQL,2025-04-06,2025-04-14,
d74cb04e,3.30E+09,MQL,Customer,2025-04-18,2025-04-30,
1fa19399,87778c8b,Subscriber,Lead,2025-03-24,2025-04-30,
1fa19399,87778c8b,Lead,Customer,2025-05-03,2025-05-03,
1fa19399,87778c8b,Customer,MQL,2025-05-04,2025-05-04,
1fa19399,87778c8b,MQL,SQL,2025-05-05,2025-05-05,
1fa19399,87778c8b,SQL,Closed Lost,2025-05-05,2025-05-05,
32d263f7,40002beb,Subscriber,Opportunity,2025-02-07,2025-03-30,
32d263f7,40002beb,Opportunity,Closed Lost,2025-05-03,2025-05-05,
32d263f7,40002beb,Closed Lost,Customer,2025-05-05,2025-05-05,
9ac7b0e4,6f7090de,Subscriber,SQL,2025-04-27,2025-05-03,
9ac7b0e4,6f7090de,SQL,Lead,2025-05-04,2025-05-05,
9ac7b0e4,6f7090de,Lead,Customer,2025-05-05,2025-05-05,
9ac7b0e4,6f7090de,Customer,MQL,2025-05-05,2025-05-05,
c493c07b,2e24cd24,Subscriber,Lead,2025-01-29,2025-04-08,
c493c07b,2e24cd24,Lead,Opportunity,2025-04-15,2025-04-27,
c493c07b,2e24cd24,Opportunity,SQL,2025-05-01,2025-05-04,
0cb4b5d0,084b62e1,Subscriber,Opportunity,2025-02-28,2025-04-10,
0cb4b5d0,084b62e1,Opportunity,Lead,2025-04-29,2025-05-02,
5f8d4f84,95e06df6,Subscriber,MQL,2025-03-06,2025-03-24,
5f8d4f84,95e06df6,MQL,Closed Lost,2025-04-06,2025-04-24,
5a7020df,02d9d7d3,Subscriber,Opportunity,2025-02-12,2025-02-18,
5a7020df,02d9d7d3,Opportunity,Customer,2025-03-21,2025-04-27,
5a7020df,02d9d7d3,Customer,MQL,2025-05-03,2025-05-04,
e43c7269,660e6736,Subscriber,Customer,2024-12-18,2025-02-03,
e43c7269,660e6736,Customer,Closed Lost,2025-03-28,2025-04-08,
fa1c7c16,98accee8,Subscriber,SQL,2025-04-27,2025-05-05,
fa1c7c16,98accee8,SQL,Opportunity,2025-05-05,2025-05-05,
fa1c7c16,98accee8,Opportunity,Customer,2025-05-05,2025-05-05,
4107e8e1,df80d000,Subscriber,Customer,2025-01-29,2025-04-22,
4107e8e1,df80d000,Customer,MQL,2025-05-04,2025-05-05,
4107e8e1,df80d000,MQL,Closed Lost,2025-05-05,2025-05-05,
4107e8e1,df80d000,Closed Lost,Opportunity,2025-05-05,2025-05-05,
39281753,2b5a0808,Subscriber,Customer,2025-04-20,2025-04-24,
39281753,2b5a0808,Customer,Opportunity,2025-05-01,2025-05-05,
39281753,2b5a0808,Opportunity,MQL,2025-05-05,2025-05-05,
39281753,2b5a0808,MQL,Closed Lost,2025-05-05,2025-05-05,
39281753,2b5a0808,Closed Lost,Lead,2025-05-05,2025-05-05,
a298256e,ab0e97ba,Subscriber,SQL,2025-02-19,2025-03-13,
a298256e,ab0e97ba,SQL,Lead,2025-04-09,2025-04-23,
a298256e,ab0e97ba,Lead,Customer,2025-04-27,2025-05-02,
a298256e,ab0e97ba,Customer,Closed Lost,2025-05-05,2025-05-05,
a298256e,ab0e97ba,Closed Lost,Opportunity,2025-05-05,2025-05-05,
5a0ff083,9222003c,Subscriber,Lead,2025-03-30,2025-04-02,
5a0ff083,9222003c,Lead,Closed Lost,2025-04-03,2025-04-28,
2aaa7392,2f814e0c,Subscriber,Closed Lost,2025-03-09,2025-04-30,
2aaa7392,2f814e0c,Closed Lost,SQL,2025-05-03,2025-05-05,
1a1eb579,3dcdf788,Subscriber,MQL,2025-03-26,2025-04-09,
1a1eb579,3dcdf788,MQL,SQL,2025-04-19,2025-04-23,
1a1eb579,3dcdf788,SQL,Closed Lost,2025-04-24,2025-05-03,
1a1eb579,3dcdf788,Closed Lost,Opportunity,2025-05-03,2025-05-03,
1a1eb579,3dcdf788,Opportunity,Lead,2025-05-04,2025-05-05,
56ce395b,9d007d7d,Subscriber,SQL,2025-02-16,2025-02-25,
56ce395b,9d007d7d,SQL,Customer,2025-03-23,2025-04-07,
56ce395b,9d007d7d,Customer,MQL,2025-05-03,2025-05-03,
56ce395b,9d007d7d,MQL,Lead,2025-05-03,2025-05-04,
56ce395b,9d007d7d,Lead,Closed Lost,2025-05-04,2025-05-05,
d1bf75a4,d038bc7d,Subscriber,SQL,2025-02-09,2025-04-16,
d1bf75a4,d038bc7d,SQL,Customer,2025-05-04,2025-05-04,
d1bf75a4,d038bc7d,Customer,Lead,2025-05-04,2025-05-05,
ba72b4b5,4312ae94,Subscriber,Opportunity,2025-04-07,2025-04-26,
ba72b4b5,4312ae94,Opportunity,MQL,2025-05-05,2025-05-05,
8ada9ef0,9d1dcc72,Subscriber,Lead,2025-01-27,2025-03-12,
8ada9ef0,9d1dcc72,Lead,SQL,2025-04-20,2025-04-23,
985ed6f8,c8bcf1bd,Subscriber,Closed Lost,2025-02-13,2025-03-26,
985ed6f8,c8bcf1bd,Closed Lost,Opportunity,2025-05-04,2025-05-05,
34291d32,58e1df51,Subscriber,Closed Lost,2025-04-23,2025-05-03,
34291d32,58e1df51,Closed Lost,SQL,2025-05-05,2025-05-05,
34291d32,58e1df51,SQL,MQL,2025-05-05,2025-05-05,
49754205,ac1336c5,Subscriber,Customer,2025-04-21,2025-04-21,
49754205,ac1336c5,Customer,Lead,2025-05-02,2025-05-05,
49754205,ac1336c5,Lead,Opportunity,2025-05-05,2025-05-05,
49754205,ac1336c5,Opportunity,SQL,2025-05-05,2025-05-05,
49754205,ac1336c5,SQL,MQL,2025-05-05,2025-05-05,
e683bf21,f67ca9f3,Subscriber,MQL,2024-12-19,2025-04-28,
e683bf21,f67ca9f3,MQL,Customer,2025-05-05,2025-05-05,
e683bf21,f67ca9f3,Customer,Closed Lost,2025-05-05,2025-05-05,
